Year,solar_gen_values,Countries
2007,0.00218,Taiwan
2007,0.0388,Thailand
2007,0,Vietnam
2008,0.035421053,Canada
2008,0.019,Mexico
2008,1.633062564,US
2008,0.0001437,Argentina
2008,0,Brazil
2008,0,Chile
2008,0,Colombia
2008,2.67E-05,Ecuador
2008,0,Peru
2008,0.0031,Trinidad and Tobago
2008,0,Venezuela
2008,0.03011991,Austria
2008,0.042,Belgium
2008,0,Bulgaria
2008,0,Croatia
2008,0.003,Cyprus
2008,0.012937,Czech Republic
2008,0.002622222,Denmark
2008,0,Estonia
2008,0.0039,Finland
2008,0.042,France
2008,4.42,Germany
2008,0.005,Greece
2008,0.001,Hungary
2008,0,Iceland
2008,0,Ireland
2008,0.193,Italy
2008,0,Latvia
2008,0,Lithuania
2008,0.020031,Luxembourg
2008,0.038889,Netherlands
2008,0,North Macedonia
2008,0.0074,Norway
2008,0,Poland
2008,0.041,Portugal
2008,0,Romania
2008,0,Slovakia
2008,0.001,Slovenia
2008,2.578,Spain
2008,0.004,Sweden
2008,0.037,Switzerland
2008,0,Turkey
2008,0,Ukraine
2008,0.017,United Kingdom
2008,0,Azerbaijan
2008,0,Belarus
2008,0,Kazakhstan
2008,0,Russian Federation
2008,0,Turkmenistan
2008,,USSR
2008,0,Uzbekistan
2008,0.0002,Iran
2008,0,Iraq
2008,0,Israel
2008,0,Kuwait
2008,0,Oman
2008,0,Qatar
2008,0.0006,Saudi Arabia
2008,0,United Arab Emirates
2008,0,Algeria
2008,0.0015,Egypt
2008,0.00010101,Morocco
2008,0.0217,South Africa
2008,0.031416192,Eastern Africa
2008,0.1392,Australia
2008,0.0152,Bangladesh
2008,0.152,China
2008,0,Hong Kong SAR
2008,0.063,India
2008,0.0001,Indonesia
2008,2.593971257,Japan
2008,1.01E-05,Malaysia
2008,0.003455616,New Zealand
2008,0.0016,Pakistan
2008,0.001304,Philippines
2008,0.0005,Singapore
2008,0.284315,South Korea
2008,0.006375132,Sri Lanka
2008,0.004569429,Taiwan
2008,0.0389,Thailand
2008,0,Vietnam
2009,0.1093,Canada
2009,0.027,Mexico
2009,2.075960394,US
2009,7.61E-05,Argentina
2009,0,Brazil
2009,0,Chile
2009,0,Colombia
2009,7.88E-06,Ecuador
2009,0,Peru
2009,0.0035,Trinidad and Tobago
2009,0,Venezuela
2009,0.04891428,Austria
2009,0.166,Belgium
2009,0.003,Bulgaria
2009,1.65E-05,Croatia
2009,0.004,Cyprus
2009,0.088807,Czech Republic
2009,0.00375,Denmark
2009,0.0001,Estonia
2009,0.0043,Finland
2009,0.174,France
2009,6.583,Germany
2009,0.05,Greece
2009,0.001,Hungary
2009,0,Iceland
2009,0.000424236,Ireland
2009,0.677,Italy
2009,0,Latvia
2009,0,Lithuania
2009,0.020316,Luxembourg
2009,0.044444,Netherlands
2009,0,North Macedonia
2009,0.0077,Norway
2009,0,Poland
2009,0.16,Portugal
2009,0.001010101,Romania
2009,0,Slovakia
2009,0.004,Slovenia
2009,6.066934673,Spain
2009,0.007,Sweden
2009,0.054,Switzerland
2009,0,Turkey
2009,0,Ukraine
2009,0.020000206,United Kingdom
2009,0,Azerbaijan
2009,0,Belarus
2009,0,Kazakhstan
2009,0,Russian Federation
2009,0,Turkmenistan
2009,,USSR
2009,0,Uzbekistan
2009,0.0003,Iran
2009,0,Iraq
2009,0.024,Israel
2009,0,Kuwait
2009,0,Oman
2009,0,Qatar
2009,0.0006,Saudi Arabia
2009,0.0169,United Arab Emirates
2009,0,Algeria
2009,0.0022,Egypt
2009,0.00010101,Morocco
2009,0.0233,South Africa
2009,0.045168917,Eastern Africa
2009,0.29024203,Australia
2009,0.0251,Bangladesh
2009,0.279,China
2009,0,Hong Kong SAR
2009,0.075,India
2009,0.0001,Indonesia
2009,3.045512507,Japan
2009,1.01E-05,Malaysia
2009,0.003589863,New Zealand
2009,0.0053,Pakistan
2009,0.001252,Philippines
2009,0.0023,Singapore
2009,0.566191,South Korea
2009,0.006787804,Sri Lanka
2009,0.009210663,Taiwan
2009,0.0444,Thailand
2009,0,Vietnam
2010,0.2542,Canada
2010,0.031,Mexico
2010,3.013036421,US
2010,8.59E-05,Argentina
2010,0,Brazil
2010,0,Chile
2010,0,Colombia
2010,0,Ecuador
2010,0,Peru
2010,0.004,Trinidad and Tobago
2010,0.00246,Venezuela
2010,0.08881314,Austria
2010,0.56,Belgium
2010,0.015,Bulgaria
2010,1.65E-05,Croatia
2010,0.007,Cyprus
2010,0.615702,Czech Republic
2010,0.006161111,Denmark
2010,0.0001,Estonia
2010,0.0047,Finland
2010,0.62,France
2010,11.729,Germany
2010,0.158,Greece
2010,0.001,Hungary
2010,0,Iceland
2010,0.000476107,Ireland
2010,1.9057,Italy
2010,0,Latvia
2010,0,Lithuania
2010,0.021148,Luxembourg
2010,0.059444,Netherlands
2010,2.60E-05,North Macedonia
2010,0.0081,Norway
2010,0,Poland
2010,0.215,Portugal
2010,0.002020202,Romania
2010,0.017,Slovakia
2010,0.013,Slovenia
2010,7.064428643,Spain
2010,0.009,Sweden
2010,0.094,Switzerland
2010,0.0024,Turkey
2010,0,Ukraine
2010,0.0402771,United Kingdom
2010,0,Azerbaijan
2010,0,Belarus
2010,0,Kazakhstan
2010,0,Russian Federation
2010,0.0001595,Turkmenistan
2010,,USSR
2010,0,Uzbekistan
2010,0.0007,Iran
2010,0,Iraq
2010,0.07,Israel
2010,0,Kuwait
2010,0,Oman
2010,0,Qatar
2010,0.0041,Saudi Arabia
2010,0.0181,United Arab Emirates
2010,0.0091,Algeria
2010,0.0252,Egypt
2010,0.00010101,Morocco
2010,0.0276,South Africa
2010,0.112431865,Eastern Africa
2010,0.97764828,Australia
2010,0.0443,Bangladesh
2010,0.701,China
2010,0.00035,Hong Kong SAR
2010,0.113,India
2010,0.00052,Indonesia
2010,3.98137875,Japan
2010,1.01E-05,Malaysia
2010,0.003828524,New Zealand
2010,0.0134,Pakistan
2010,0.001254,Philippines
2010,0.0046,Singapore
2010,0.772801,South Korea
2010,0.007195476,Sri Lanka
2010,0.025587215,Taiwan
2010,0.0583,Thailand
2010,0,Vietnam
2011,0.5716,Canada
2011,0.041,Mexico
2011,4.738904128,US
2011,0.001614,Argentina
2011,0,Brazil
2011,0,Chile
2011,0,Colombia
2011,5.81E-05,Ecuador
2011,0,Peru
2011,0.004,Trinidad and Tobago
2011,0.00298,Venezuela
2011,0.17406996,Austria
2011,1.169,Belgium
2011,0.101,Bulgaria
2011,1.65E-05,Croatia
2011,0.012,Cyprus
2011,2.118,Czech Republic
2011,0.015130556,Denmark
2011,0.0002,Estonia
2011,0.0053,Finland
2011,2.078,France
2011,19.599,Germany
2011,0.61,Greece
2011,0.001,Hungary
2011,0,Iceland
2011,0.000542081,Ireland
2011,10.7957,Italy
2011,0.0002,Latvia
2011,0.0001,Lithuania
2011,0.025744,Luxembourg
2011,0.100344,Netherlands
2011,0.001173,North Macedonia
2011,0.0085,Norway
2011,0.0002,Poland
2011,0.282,Portugal
2011,0.001,Romania
2011,0.397,Slovakia
2011,0.066,Slovenia
2011,8.679536284,Spain
2011,0.013,Sweden
2011,0.168,Switzerland
2011,0.002861538,Turkey
2011,0.03,Ukraine
2011,0.24366343,United Kingdom
2011,0,Azerbaijan
2011,0,Belarus
2011,0,Kazakhstan
2011,0.0012,Russian Federation
2011,0.00045675,Turkmenistan
2011,,USSR
2011,0,Uzbekistan
2011,0.0007,Iran
2011,0,Iraq
2011,0.192,Israel
2011,0,Kuwait
2011,0,Oman
2011,0.0011,Qatar
2011,0.005,Saudi Arabia
2011,0.0212,United Arab Emirates
2011,0.01811875,Algeria
2011,0.0936,Egypt
2011,0.00010101,Morocco
2011,0.0803,South Africa
2011,0.194606791,Eastern Africa
2011,2.04454657,Australia
2011,0.0584,Bangladesh
2011,2.61,China
2011,0.000691,Hong Kong SAR
2011,0.827,India
2011,0.00077,Indonesia
2011,5.43915,Japan
2011,1.01E-05,Malaysia
2011,0.00412685,New Zealand
2011,0.0268,Pakistan
2011,0.001212,Philippines
2011,0.0071,Singapore
2011,0.917198,South Korea
2011,0.008714148,Sri Lanka
2011,0.070266324,Taiwan
2011,0.0944,Thailand
2011,0,Vietnam
2012,0.881,Canada
2012,0.069,Mexico
2012,9.037013756,US
2012,0.008172967,Argentina
2012,0.00098,Brazil
2012,0.00034039,Chile
2012,0,Colombia
2012,0.00032566,Ecuador
2012,0.0597,Peru
2012,0.004,Trinidad and Tobago
2012,0.00522,Venezuela
2012,0.33748305,Austria
2012,2.148,Belgium
2012,0.814,Bulgaria
2012,0.002,Croatia
2012,0.022,Cyprus
2012,2.1731,Czech Republic
2012,0.103861111,Denmark
2012,0.0003,Estonia
2012,0.0057,Finland
2012,4.016,France
2012,26.38,Germany
2012,1.694,Greece
2012,0.008,Hungary
2012,0,Iceland
2012,0.000645929,Ireland
2012,18.8617,Italy
2012,0.0002,Latvia
2012,0.0023,Lithuania
2012,0.038277,Luxembourg
2012,0.253753,Netherlands
2012,0.002836,North Macedonia
2012,0.0089,Norway
2012,0.0011,Poland
2012,0.393,Portugal
2012,0.008,Romania
2012,0.424,Slovakia
2012,0.163,Slovenia
2012,11.96590945,Spain
2012,0.019,Sweden
2012,0.299,Switzerland
2012,0.004257787,Turkey
2012,0.333,Ukraine
2012,1.353763587,United Kingdom
2012,0,Azerbaijan
2012,0,Belarus
2012,2.10E-05,Kazakhstan
2012,0.004211507,Russian Federation
2012,0.000981432,Turkmenistan
2012,,USSR
2012,0,Uzbekistan
2012,0.0007,Iran
2012,0,Iraq
2012,0.369,Israel
2012,0,Kuwait
2012,0,Oman
2012,0.0011,Qatar
2012,0.0236,Saudi Arabia
2012,0.0241,United Arab Emirates
2012,0.026723014,Algeria
2012,0.0581,Egypt
2012,0.000101283,Morocco
2012,0.086,South Africa
2012,0.267353864,Eastern Africa
2012,2.412,Australia
2012,0.0909,Bangladesh
2012,3.5945099,China
2012,0.000854,Hong Kong SAR
2012,2.099,India
2012,0.00301,Indonesia
2012,7.371902764,Japan
2012,0.047,Malaysia
2012,0.004822946,New Zealand
2012,0.0657,Pakistan
2012,0.00132,Philippines
2012,0.0122,Singapore
2012,1.103227,South Korea
2012,0.01000782,Sri Lanka
2012,0.173077793,Taiwan
2012,0.4985,Thailand
2012,0,Vietnam
2013,1.4988,Canada
2013,0.106,Mexico
2013,16.03969548,US
2013,0.015074079,Argentina
2013,0.004793593,Brazil
2013,0.00675656,Chile
2013,0,Colombia
2013,0.003663607,Ecuador
2013,0.1969,Peru
2013,0.004,Trinidad and Tobago
2013,0.005347317,Venezuela
2013,0.625974,Austria
2013,2.644,Belgium
2013,1.361,Bulgaria
2013,0.011293959,Croatia
2013,0.047,Cyprus
2013,2.0702,Czech Republic
2013,0.517541667,Denmark
2013,0.0014,Estonia
2013,0.0065,Finland
2013,4.735,France
2013,31.01,Germany
2013,3.648,Greece
2013,0.025,Hungary
2013,0,Iceland
2013,0.000699463,Ireland
2013,21.5886,Italy
2013,0.0002,Latvia
2013,0.0448,Lithuania
2013,0.073738,Luxembourg
2013,0.5159,Netherlands
2013,0.009051,North Macedonia
2013,0.0098,Norway
2013,0.0015,Poland
2013,0.479139885,Portugal
2013,0.42,Romania
2013,0.588,Slovakia
2013,0.215,Slovenia
2013,13.11088913,Spain
2013,0.035,Sweden
2013,0.5,Switzerland
2013,0.006784615,Turkey
2013,0.57,Ukraine
2013,2.010262082,United Kingdom
2013,0.0008,Azerbaijan
2013,0.0004,Belarus
2013,0.0007874,Kazakhstan
2013,0.0108,Russian Federation
2013,0.00184875,Turkmenistan
2013,,USSR
2013,0,Uzbekistan
2013,0.0007,Iran
2013,0.0463,Iraq
2013,0.549075149,Israel
2013,0.0002,Kuwait
2013,0.0012,Oman
2013,0.0038,Qatar
2013,0.0391,Saudi Arabia
2013,0.1038,United Arab Emirates
2013,0.0286,Algeria
2013,0.0591,Egypt
2013,0.00010101,Morocco
2013,0.243,South Africa
2013,0.327192381,Eastern Africa
2013,3.8474,Australia
2013,0.1296,Bangladesh
2013,8.3738865,China
2013,0.001112,Hong Kong SAR
2013,3.433,India
2013,0.0055,Indonesia
2013,12.90878151,Japan
2013,0.141,Malaysia
2013,0.006850173,New Zealand
2013,0.1444,Pakistan
2013,0.001414,Philippines
2013,0.0185,Singapore
2013,1.605182,South Korea
2013,0.01438312,Sri Lanka
2013,0.337854186,Taiwan
2013,1.2575,Thailand
2013,0,Vietnam
2014,2.1198,Canada
2014,0.221,Mexico
2014,29.21616162,US
2014,0.015944,Argentina
2014,0.016081802,Brazil
2014,0.48954159,Chile
2014,0,Colombia
2014,0.016482696,Ecuador
2014,0.1993,Peru
2014,0.004,Trinidad and Tobago
2014,0.006747805,Venezuela
2014,0.785246,Austria
2014,2.883,Belgium
2014,1.252,Bulgaria
2014,0.035,Croatia
2014,0.0836,Cyprus
2014,2.1229,Czech Republic
2014,0.595516667,Denmark
2014,0.0031,Estonia
2014,0.008,Finland
2014,5.913,France
2014,36.056,Germany
2014,3.792,Greece
2014,0.067,Hungary
2014,0,Iceland
2014,0.000946215,Ireland
2014,22.3064,Italy
2014,0.0002,Latvia
2014,0.073,Lithuania
2014,0.094741,Luxembourg
2014,0.784762,Netherlands
2014,0.014382,North Macedonia
2014,0.0116,Norway
2014,0.007,Poland
2014,0.627316615,Portugal
2014,1.2953,Romania
2014,0.597,Slovakia
2014,0.257,Slovenia
2014,13.67302681,Spain
2014,0.047,Sweden
2014,0.842,Switzerland
2014,0.0174,Turkey
2014,0.429,Ukraine
2014,4.054062445,United Kingdom
2014,0.0029,Azerbaijan
2014,0.002,Belarus
2014,0.001239,Kazakhstan
2014,0.16,Russian Federation
2014,0.0031175,Turkmenistan
2014,,USSR
2014,0,Uzbekistan
2014,0.0007,Iran
2014,0.0573,Iraq
2014,0.942949653,Israel
2014,0.0033,Kuwait
2014,0.0012,Oman
2014,0.0065,Qatar
2014,0.0422,Saudi Arabia
2014,0.3007,United Arab Emirates
2014,0.06,Algeria
2014,0.0415,Egypt
2014,0.00010101,Morocco
2014,1.123,South Africa
2014,0.397598607,Eastern Africa
2014,4.952,Australia
2014,0.1676,Bangladesh
2014,23.51215664,China
2014,0.001102,Hong Kong SAR
2014,4.909,India
2014,0.00681,Indonesia
2014,23.54816625,Japan
2014,0.227,Malaysia
2014,0.018248296,New Zealand
2014,0.2375,Pakistan
2014,0.016517,Philippines
2014,0.0401,Singapore
2014,2.5563,South Korea
2014,0.02808402,Sri Lanka
2014,0.551709184,Taiwan
2014,1.9335,Thailand
2014,0.004,Vietnam
2015,2.895,Canada
2015,0.246,Mexico
2015,39.42626263,US
2015,0.014683,Argentina
2015,0.058917412,Brazil
2015,1.26108742,Chile
2015,0,Colombia
2015,0.036057927,Ecuador
2015,0.230255343,Peru
2015,0.004,Trinidad and Tobago
2015,0.008784878,Venezuela
2015,0.937098,Austria
2015,3.053,Belgium
2015,1.383,Bulgaria
2015,0.057,Croatia
2015,0.126659,Cyprus
2015,2.2638,Czech Republic
2015,0.604261111,Denmark
2015,0.0059,Estonia
2015,0.0102,Finland
2015,7.262,France
2015,38.726,Germany
2015,3.9,Greece
2015,0.141,Hungary
2015,0,Iceland
2015,0.001616621,Ireland
2015,22.9422,Italy
2015,0.0002,Latvia
2015,0.0733,Lithuania
2015,0.103721,Luxembourg
2015,1.121509,Netherlands
2015,0.0226,North Macedonia
2015,0.0134,Norway
2015,0.057,Poland
2015,0.796154916,Portugal
2015,1.982,Romania
2015,0.506,Slovakia
2015,0.274,Slovenia
2015,13.85842969,Spain
2015,0.097,Sweden
2015,1.119,Switzerland
2015,0.19412,Turkey
2015,0.477,Ukraine
2015,7.533413797,United Kingdom
2015,0.0046,Azerbaijan
2015,0.009,Belarus
2015,0.046171,Kazakhstan
2015,0.3356,Russian Federation
2015,0.00522,Turkmenistan
2015,,USSR
2015,0,Uzbekistan
2015,0.0015,Iran
2015,0.0573,Iraq
2015,1.24625956,Israel
2015,0.0051,Kuwait
2015,0.0037,Oman
2015,0.0065,Qatar
2015,0.1292,Saudi Arabia
2015,0.301,United Arab Emirates
2015,0.058,Algeria
2015,0.0654,Egypt
2015,0.0057,Morocco
2015,2.749,South Africa
2015,0.447760352,Eastern Africa
2015,5.958,Australia
2015,0.2044,Bangladesh
2015,43.56,China
2015,0.00103,Hong Kong SAR
2015,6.56638,India
2015,0.00528,Indonesia
2015,34.54017195,Japan
2015,0.273,Malaysia
2015,0.035813585,New Zealand
2015,0.3305,Pakistan
2015,0.138534,Philippines
2015,0.0723,Singapore
2015,3.979159,South Korea
2015,0.04872,Sri Lanka
2015,0.875515955,Taiwan
2015,2.378,Thailand
2015,0.004,Vietnam
2016,3.031314141,Canada
2016,0.252276111,Mexico
2016,55.42020202,US
2016,0.014273,Argentina
2016,0.085260592,Brazil
2016,2.638839211,Chile
2016,0,Colombia
2016,0.038754818,Ecuador
2016,0.241818781,Peru
2016,0.004,Trinidad and Tobago
2016,0.010035508,Venezuela
2016,1.096016,Austria
2016,3.092,Belgium
2016,1.386,Bulgaria
2016,0.066,Croatia
2016,0.145937,Cyprus
2016,2.131,Czech Republic
2016,0.743780556,Denmark
2016,0.0101,Estonia
2016,0.0192,Finland
2016,8.16,France
2016,38.098,Germany
2016,3.93,Greece
2016,0.244,Hungary
2016,0,Iceland
2016,0.005342642,Ireland
2016,22.1043,Italy
2016,0.0006,Latvia
2016,0.0665,Lithuania
2016,0.100288,Luxembourg
2016,1.559424,Netherlands
2016,0.0237,North Macedonia
2016,0.0238,Norway
2016,0.124,Poland
2016,0.822,Portugal
2016,1.82,Romania
2016,0.533,Slovakia
2016,0.267,Slovenia
2016,13.64170068,Spain
2016,0.143,Sweden
2016,1.333,Switzerland
2016,1.043138277,Turkey
2016,0.491,Ukraine
2016,10.41094793,United Kingdom
2016,0.0353,Azerbaijan
2016,0.026,Belarus
2016,0.0884031,Kazakhstan
2016,0.4683,Russian Federation
2016,0.006979068,Turkmenistan
2016,,USSR
2016,0,Uzbekistan
2016,0.005,Iran
2016,0.0573,Iraq
2016,1.634778571,Israel
2016,0.0488,Kuwait
2016,0.0037,Oman
2016,0.0084,Qatar
2016,0.1292,Saudi Arabia
2016,0.3313,United Arab Emirates
2016,0.245,Algeria
2016,0.1045,Egypt
2016,0.4015,Morocco
2016,3.274,South Africa
2016,0.493648477,Eastern Africa
2016,7.474595,Australia
2016,0.2243,Bangladesh
2016,61.686,China
2016,0.000979,Hong Kong SAR
2016,11.55598,India
2016,0.02109,Indonesia
2016,48.54288589,Japan
2016,0.31,Malaysia
2016,0.05581317,New Zealand
2016,0.5904,Pakistan
2016,1.097016,Philippines
2016,0.1526,Singapore
2016,5.122441,South Korea
2016,0.08297,Sri Lanka
2016,1.132230334,Taiwan
2016,3.377,Thailand
2016,0.007,Vietnam
2017,3.29219899,Canada
2017,1.186506111,Mexico
2017,78.05656566,US
2017,0.016417,Argentina
2017,0.831813401,Brazil
2017,3.895948315,Chile
2017,0,Colombia
2017,0.03748,Ecuador
2017,0.287200343,Peru
2017,0.003989071,Trinidad and Tobago
2017,0.010008089,Venezuela
2017,1.268971,Austria
2017,3.2876,Belgium
2017,1.402965,Bulgaria
2017,0.0787,Croatia
2017,0.17202,Cyprus
2017,2.193368,Czech Republic
2017,0.751486111,Denmark
2017,0.012679515,Estonia
2017,0.0436,Finland
2017,9.162760493,France
2017,39.401,Germany
2017,3.991477,Greece
2017,0.349,Hungary
2017,0,Iceland
2017,0.010801,Ireland
2017,24.3777,Italy
2017,0.000927795,Latvia
2017,0.0665,Lithuania
2017,0.108463,Luxembourg
2017,2.204346,Netherlands
2017,0.023751,North Macedonia
2017,0.040753574,Norway
2017,0.165,Poland
2017,0.992,Portugal
2017,1.856,Romania
2017,0.506,Slovakia
2017,0.283867,Slovenia
2017,14.32067117,Spain
2017,0.23,Sweden
2017,1.683,Switzerland
2017,2.8893,Turkey
2017,0.75807,Ukraine
2017,11.52487021,United Kingdom
2017,0.0372,Azerbaijan
2017,0.089,Belarus
2017,0.0896955,Kazakhstan
2017,0.5343,Russian Federation
2017,0.00696,Turkmenistan
2017,,USSR
2017,0,Uzbekistan
2017,0.014640887,Iran
2017,0.057143443,Iraq
2017,1.59509487,Israel
2017,0.088143148,Kuwait
2017,0.008708877,Oman
2017,0.009423834,Qatar
2017,0.141859389,Saudi Arabia
2017,0.532373316,United Arab Emirates
2017,0.504,Algeria
2017,0.262771858,Egypt
2017,0.4153,Morocco
2017,4.276231839,South Africa
2017,0.594366288,Eastern Africa
2017,8.95511,Australia
2017,0.265005663,Bangladesh
2017,117.8,China
2017,0.001059,Hong Kong SAR
2017,21.52221,India
2017,0.02905,Indonesia
2017,61.83497816,Japan
2017,0.362933222,Malaysia
2017,0.075420861,New Zealand
2017,1.059174914,Pakistan
2017,1.201152,Philippines
2017,0.227207388,Singapore
2017,7.056219,South Korea
2017,0.148725692,Sri Lanka
2017,1.6916,Taiwan
2017,4.48086248,Thailand
2017,0.008881935,Vietnam
2018,3.5462509,Canada
2018,2.2428,Mexico
2018,97.11818182,US
2018,0.108128528,Argentina
2018,3.137078404,Brazil
2018,5.118720829,Chile
2018,0.011999821,Colombia
2018,0.037991538,Ecuador
2018,0.745192715,Peru
2018,0.003989071,Trinidad and Tobago
2018,0.010008089,Venezuela
2018,1.578641473,Austria
2018,3.971724224,Belgium
2018,1.103538835,Bulgaria
2018,0.073591668,Croatia
2018,0.19183,Cyprus
2018,2.3386,Czech Republic
2018,0.952973,Denmark
2018,0.012679515,Estonia
2018,0.1622,Finland
2018,10.15871272,France
2018,46.164,Germany
2018,3.791092002,Greece
2018,0.588876056,Hungary
2018,0,Iceland
2018,0.022173967,Ireland
2018,23.23072906,Italy
2018,0.001263953,Latvia
2018,0.08,Lithuania
2018,0.117480937,Luxembourg
2018,3.2012,Netherlands
2018,0.022788,North Macedonia
2018,0.064488547,Norway
2018,0.299,Poland
2018,1.02,Portugal
2018,1.674,Romania
2018,0.585,Slovakia
2018,0.253621,Slovenia
2018,12.52057273,Spain
2018,0.373100151,Sweden
2018,1.957371429,Switzerland
2018,7.890694078,Turkey
2018,1.286493457,Ukraine
2018,12.92181535,United Kingdom
2018,0.03926,Azerbaijan
2018,0.134485968,Belarus
2018,0.1146904,Kazakhstan
2018,0.57106,Russian Federation
2018,0.00696,Turkmenistan
2018,,USSR
2018,0,Uzbekistan
2018,0.037698887,Iran
2018,0.057143443,Iraq
2018,1.793230515,Israel
2018,0.088143148,Kuwait
2018,0.013718674,Oman
2018,0.009423834,Qatar
2018,0.154871783,Saudi Arabia
2018,0.9468835,United Arab Emirates
2018,0.603,Algeria
2018,1.035739071,Egypt
2018,0.9502,Morocco
2018,4.935234819,South Africa
2018,0.690124726,Eastern Africa
2018,12.081099,Australia
2018,0.299208359,Bangladesh
2018,177.5,China
2018,0.000961,Hong Kong SAR
2018,30.73240318,India
2018,0.01836,Indonesia
2018,71.6883359,Japan
2018,0.459692933,Malaysia
2018,0.098244292,New Zealand
2018,2.12332226,Pakistan
2018,1.249117,Philippines
2018,0.283982555,Singapore
2018,9.349876912,South Korea
2018,0.205337811,Sri Lanka
2018,2.733,Taiwan
2018,4.719656655,Thailand
2018,0.080231508,Vietnam
